招标单位,招标单位行业分类,项目名称,项目编号,截止日期,采购内容,源网址,与公司业务匹配度,匹配产品,业务匹配说明,匹配一致性问题
成都轻工职业技术大学,教育,AIGC在纺织非遗文创产品的应用实践平台（国际版）项目,N5100012026001768,2026-08-18 10:30:00,采购标的：AIGC在纺织非遗文创产品的应用实践平台（国际版）；主要用途：用于纺织非遗文创产品的AI应用实践教学或研发,https://www.ggzy.gov.cn/information/deal/html/b/510000/0201/20260728/00519b60a7859ac844a282667710b75f0b69.html,前往官网确认,无明确匹配产品,匹配结论：采购公告仅提供项目名称和用途，未公布具体技术需求附件，无法从原文核实任何与VZOOM产品能力对应的功能描述，三个产品均因缺乏可核验需求证据而无法匹配。；分产品说明：VZOOM企业级AI智能体：采购需求未体现智能问答、知识库或Agent/Skill等具体功能需求；VZOOM财税大模型：采购需求未涉及财税场景、发票识别或财税知识库等证据；VZOOM AI中台：采购需求未体现模型开发部署平台或统一AI服务底座等证据,业务匹配度不是允许值
四川工程职业技术大学,教育,人工智能实践平台建设,N5100012026001955,2026-08-18 10:00:00,采购标的：人工智能实践平台；主要用途：用于四川工程职业技术大学的人工智能教学或实训,https://www.ggzy.gov.cn/information/deal/html/b/510000/0201/20260724/0051acf241f3847b456e9b6861131cd6f70b.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
上海交通大学,教育,上海交通大学AI活细胞存储工作站 品目 货物/设备/仪器仪表/其他仪器仪表,0613-264028033724,2026-08-18 10:00:00,采购标的：AI活细胞存储工作站；主要用途：实现活细胞的自动化存储、管理和分析；核心需求：96孔板标准板位平铺（不包含储存板位）≥70个、板位免校准、采用双层台面设计、具有动态台面布局功能,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202607/t20260727_27013199.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
彬州市教育局采购单位,教育,2026年民生实事人工智能阅卷系统及升降午休课桌椅采购项目 品目,SXHXXZ-2026-100,2026-08-18 10:00:00,采购标的：人工智能阅卷系统和升降午休课桌椅；主要用途：用于彬州市教育系统2026年民生实事项目，提升教育教学设施水平；模块/标包：人工智能阅卷系统、升降午休课桌椅,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260726_27009400.htm,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 100分（依据：纳税、会计、审计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
北京师范大学附属实验中学顺义学校,教育,AI交互助学助教项目 品目,11011326210200027234-XM001,2026-08-18 09:30:00,采购标的：硬件设备租赁服务及软件授权服务；主要用途：为北京师范大学附属实验中学顺义学校提供AI交互助学助教服务；核心需求：提供数据采集设备租赁服务、提供数据查看设备租赁服务、提供应用软件授权服务、提供学科基础服务、提供AI题目切片与标注服务；模块/标包：01包 AI交互助学助教项目,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260728_27022812.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
或代理机构在递交投标文件,其他,关于购买贵阳贵安养老服务机构食堂“互联网+AI明厨亮灶”监控服务,TXZB428-2628,2026-08-18 09:30:00,采购标的为互联网+AI明厨亮灶监控服务；主要用途是贵阳贵安养老服务机构食堂监控；核心需求包括租赁1010个AI摄像头、505个普通摄像头及相关配套服务，根据实际厨房情况部署安装和结算；为一个标包,https://www.ggzy.gov.cn/information/deal/html/b/520000/0201/20260728/0052df8ea3e536ec45ec8c616158fa09b39f.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 100分（依据：纳税、会计、审计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
浙江浙能港口运营管理有限公司,交通物流,港口运营公司2026年AI安全监管系统建设,前往官网确认,2026-08-18 09:30:00,采购标的：AI安全监管系统；主要用途：用于港口运营公司的安全监管；核心需求：投标方需具备自2023年1月1日至投标截止日至少拥有1个40万元及以上的AI智能分析视频类相关业绩、本项目所供全部设备均可无缝接入公司综合安防平台（海康威视ISC系统），确保视频监控系统的互联互通,https://www.ggzy.gov.cn/information/deal/html/b/330000/9001/20260728/00337397ffa8cd9945b2841dc20937459262.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
浙江明达工程造价咨询有限公司,其他,义乌民用航空站行、旅检AI质控图像回查设备采购项目,前往官网确认,2026-08-18 09:30:00,采购标的：行、旅检AI质控图像回查设备；主要用途：用于义乌民用航空站的行、旅检安检图像回查质控工作；核心需求：完成全套设备供货到场、完成软硬件布设、安装调试、试运行一个月后终验,https://www.ggzy.gov.cn/information/deal/html/b/330000/0201/20260728/003372806dc6d9e44948a9d5373f8db27059.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
云南轻纺职业学院,教育,云南轻纺职业学院人工智能学院云计算技术应用实训室及智慧教室建设项目(二次,YNZC2026-G1-04520-YNRD-0080,2026-08-18 09:30:00,采购标的：人工智能学院云计算技术应用实训室建设及智慧教室建设；主要用途：用于学校人工智能学院的教学与实训；核心需求：合同签订生效后30个日历天内完成交货安装、调试及验收；模块/标包：云计算技术应用实训室、智慧教室,https://www.ggzy.gov.cn/information/deal/html/b/530000/0201/20260728/0053f958e7119867410e97a95a49109fb26d.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
内蒙古大学,教育,人工智能科研平台设备采购,NMGZC-G-H-260532,2026-08-18 09:30:00,采购人工智能科研平台设备，包括智算服务器、大数据存储与分析服务器、高性能工作站，用于建设人工智能科研平台，满足教学与科研需求；合同包1包含所有设备,https://www.ggzy.gov.cn/information/deal/html/b/150000/0201/20260724/0015e9e0b19ccc214a62ab8962acfbd67b5a.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数5，未达到65分明确匹配阈值,前往官网确认
内蒙古大学,教育,人工智能超算设备采购,NMGZC-G-H-260509,2026-08-18 09:30:00,采购标的：超算服务器、集群化管理软件；主要用途：用于人工智能超算；核心需求：超算服务器2台、集群化管理软件2套；模块：合同包1包含两个品目,https://www.ggzy.gov.cn/information/deal/html/b/150000/0201/20260724/001573fc654cfd864a749dfbedec22a79d58.html,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数5，未达到65分明确匹配阈值,前往官网确认
哈尔滨工业大学,教育,哈尔滨工业大学“油博士”陆相砂岩油藏人工智能模型关键技术研究项目任务,HITZB-2026000055,2026-08-18 09:30:00,采购标的：算力设备租赁及配套技术服务；主要用途：用于哈尔滨工业大学“油博士”陆相砂岩油藏人工智能模型关键技术研究；核心需求：完成算力设备租赁及配套技术服务的本地化部署，并达到可用条件,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202607/t20260728_27022714.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数20，未达到65分明确匹配阈值,前往官网确认
天津（滨海）人工智能创新中心,其他,高性能飞行模组系统 品目,ZYT-CFTJ-GP-20261046,2026-08-18 09:30:00,采购标的：高性能飞行模组系统,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260727_27016232.htm,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 100分（依据：税务、纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
庆阳市老年助餐点,其他,庆阳市老年助餐点 AI智慧助餐系统建设项目,QYZC2026-0143,2026-08-18 09:00:00,采购标的：AI智慧助餐系统；主要用途：用于全市老年助餐点；核心需求：建设AI智慧助餐系统、具体参数及要求详见招标文件,https://www.ggzy.gov.cn/information/deal/html/b/620000/0201/20260728/00626770a8b7f19f42ec86ae74292f028150.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
兰州石化职业技术大学,教育,兰州石化职业技术大学AI网络安全靶场实训室项目,甘财采备字[2026]06721号,2026-08-18 09:00:00,采购标的：AI网络安全靶场实训室；主要用途：用于网络安全实训教学,https://www.ggzy.gov.cn/information/deal/html/b/620000/0201/20260727/006207c42f4e473843eda49d69d66704ce0b.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
兰州新区政务服务和营商环境局,政府/政务,兰州新区“人工智能+政务服务”项目,LXZX-ZB-2026-017,2026-08-18 09:00:00,采购标的：人工智能+政务服务软件功能模块及服务，包括惠企政策服务应用、智能导办、智能检索、智能预审、智能咨询、掌上智能服务、12345热线座席助手、高效办成一件事、政务大厅线下服务等；主要用途：提升兰州新区政务服务的智能化水平，实现人工智能与政务服务的深度融合；核心需求：6个月内完成建设任务并确保平台上线运行；模块/标包：惠企政策服务应用模块、智能导办功能、智能检索功能、智能预审功能、智能咨询功能、“掌上”智能咨询功能、“掌上”智能办理,https://www.ggzy.gov.cn/information/deal/html/b/620000/0201/20260724/0062c12b3db149bd46c482361f20632cb11d.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
廊坊经济技术开发区文教卫生局小学部采购单位,教育,廊坊经济技术开发区文教卫生局小学部采购AI听说课堂 品目,Z1310002603032001,2026-08-18 09:00:00,采购标的：AI听说课堂系统；主要用途：用于小学部英语听说教学，提升语言学科核心素养；核心需求：智能跟读、实时评测、场景对话、覆盖听力、口语、朗读全维度训练,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260728_27021541.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
广州市工贸技师学院,教育,AI智慧操场建设项目 品目,CZ2026-0894,2026-08-18 09:00:00,采购标的：AI智慧操场建设所需的软硬件设备及集成服务，包括AI体育教学与测评系统、800/1000米/阳光跑AI测试仪、50米跑AI测试仪、100米跑AI测试仪、AI体育教学一体机、AI体育户外显示终端、校级算力终端、AI身高体重测试仪、AI肺活量测试仪等；主要用途：用于学校体育教学与学生体质健康测试的智能化管理，实现自动评测、数据采集与分析；核心需求：提供AI体育教学与测评系统，支持多种体育项目智能评测、AI测试仪需满足800/100,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260727_27011197.htm,高,VZOOM财税大模型,匹配结论：VZOOM财税大模型 95分（依据：纳税、会计）；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数15，未达到65分明确匹配阈值,前往官网确认
杂多县教育局采购单位,教育,杂多县16所小学AI助教机器人采购项目 品目,青海合美公招（货物）2026-010,2026-08-18 09:00:00,采购标的：AI助教机器人；主要用途：用于杂多县16所小学的教学辅助,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202607/t20260723_26992279.htm,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
辽宁鸿发实业发展有限公司,其他,否则，因款项用途不明导致投标无效等后果由投标人自行承担,E211132ET03000006001001,2026-08-18 09:00:00,采购标的：工程设计服务（方案设计、初步设计、施工图设计）；主要用途：用于盘锦中北教育人工智能研发创新中心项目一期工程的设计；核心需求：具备工程设计综合资质或建筑行业甲级资质或建筑行业（建筑工程）甲级资质、项目负责人须具备注册一级结构工程师或注册一级建筑师、质量要求：合格,https://www.ggzy.gov.cn/information/deal/html/b/210000/0101/20260728/002113ac30fe6e7a4815ac1c6b055f4f5067.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
